startDate,endDate,status,ipAddress,progress,duration,finished,recordedDate,_recordId,recipientLastName,recipientFirstName,recipientEmail,externalDataReference,locationLatitude,locationLongitude,distributionChannel,QID2,QID2_6_TEXT,QID3,QID4,QID25,QID31_1,QID31_2,QID31_3,QID5,QID7_1,QID7_2,QID7_3,QID7_4,QID7_5,QID7_6,QID9,QID11,QID12,QID13,QID13_6_TEXT,QID14,QID15,QID27_TEXT,QID28_TEXT,QID16_1,QID16_2,QID20,QID21,QID19_1,QID19_2,QID19_3,QID19_4,QID19_5,QID19_6,QID19_7
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_bCbiFHU0GrS0PxX,,,,,44.97590637,-93.21659851,test,Assistant Professor,,"African American & African Studies,Classical and Near Eastern Studies,Communication Studies,Cultural Studies and Comparative Literature,Economics,French and Italian,Gender, Women, and Sexuality Studies,German, Scandinavian and Dutch,Global Studies, Institute for,Journalism and Mass Communication, School of,Linguistics, Institute of,Minnesota Journalism Center,New Media Studies, Institute for,Off-Campus Study Programs,Psychology,Sociology,Anthropology,Urban Studies,Art History,Asian American Studies Program,Asian Languages and Literature Program",Mostly quantitative,,57,54,8,"Laboratory notes,Photo collection,Video tapes,Slides,Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Excel sheets",Current support meets my needs,Current support meets my needs,Current support meets my needs,Current support meets my needs,,,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),no place to store them,lack of a standard in my field,don't know how,people don't need access to them,insufficient time to make them available,they shouldn't be available,sponsor doesn't require sharing",other (please describe),Molestie fusce quam aliquet nullam aliquet augue. Sapien felis orci quam praesent consequat velit.,Yes,Yes,"Magna ultricies arcu ligula id bibendum iaculis, interdum dolorem natoque natoque diam.",,4,,,,Very useful,Somewhat useful,,,,Never used,Never used
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_2gCB5Xl5wbdsvFb,,,,,44.97590637,-93.21659851,test,Assistant Professor,,"Life Course Center,Asian American Studies Program",Mostly qualitative,,52,70,57,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Laboratory notes,Audio tapes,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",,Current support meets my needs,I would like more support,,,,"The principal investigator,The graduate student working on the project,The research assistant working on the project",None of my data are openly available at this time,"worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),no place to store them,lack of a standard in my field,people don't need access to them,they shouldn't be available,privacy/HIPAA concerns",without restrictions (anyone can access).,,No,,,,9999,9999,I don't know,No,Never used,,Never used,,,,Not useful
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_9XrreyE93Y9jV3L,,,,,44.97590637,-93.21659851,test,Associate Professor,,"Communication Studies,Cultural Studies and Comparative Literature,Economics,Gender, Women, and Sexuality Studies,Global Studies, Institute for,History,Human Rights Program,Journalism and Mass Communication, School of,New Media Studies, Institute for,American Studies,Speech-Language-Hearing Science,Statistics, School of,Writing, Center for,Art,Asian American Studies Program,Chicano & Latino Studies",,,22,77,23,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Photo collection,Video tapes,Documents or reports,Data collected from sensors or instruments (including questionnaires),Websites,SPSS, STATA, SAS, or R files",,I don't need support,,,I would like more support,Current support meets my needs,"The graduate student working on the project,Other (please specify)",None of my data are openly available at this time,"no place to store them,they shouldn't be available",without restrictions (anyone can access).,,,,,,,5,I don't know,Yes,Never used,,,,Never used,Not useful,
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_2mY0VPeCztBfhGt,,,,,44.97590637,-93.21659851,test,Full Professor,,"African American & African Studies,Communication Studies,Economics,Geography, Environment and Society,Global Studies, Institute for,Music, School of,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Theatre Arts and Dance",Mostly quantitative,,27,60,99,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Laboratory notes,Photo collection,Data collected from sensors or instruments (including questionnaires),Websites,MS Word files,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",,I would like more support,,,,,"The graduate student working on the project,The research assistant working on the project",None of my data are openly available at this time,"lack of funding,other (please describe),no place to store them,don't know how,insufficient time to make them available,privacy/HIPAA concerns",if I had control over granting access on a case by case basis.,,Don't know,,,,3,,,No,Very useful,,Very useful,Not useful,,Somewhat useful,Very useful
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_08oncBz3ExLw24R,,,,,44.97590637,-93.21659851,test,Full Professor,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,English,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,Global Studies, Institute for,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,New Media Studies, Institute for,American Studies,Off-Campus Study Programs,Philosophy,Political Science,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing Studies,Art,Art History,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",,,35,71,38,"Fieldwork data,Photo collection,Video tapes,Slides,Documents or reports,Patient records,Data collected from sensors or instruments (including questionnaires),Websites",I don't need support,,I don't need support,Current support meets my needs,,I don't need support,"The principal investigator,The graduate student working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),no place to store them,don't know how,people don't need access to them,insufficient time to make them available,they shouldn't be available",with use restricted to research only.,,Don't know,,,,2,5,No,I don't know,Very useful,,,,,Very useful,
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,1,TRUE,11/7/16 12:32,R_0Opg8JtxFkwmd7f,,,,,44.97590637,-93.21659851,test,Research Associate,,"Classical and Near Eastern Studies,Cultural Studies and Comparative Literature,Geography, Environment and Society,American Indian Studies,Global Studies, Institute for,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Music, School of,American Studies,Off-Campus Study Programs,Philosophy,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Speech-Language-Hearing Science,Statistics, School of,Urban Studies,Writing, Center for,Art History",Mostly qualitative,,76,8,53,"Fieldwork data,Laboratory notes,Photo collection,Audio tapes,Slides,Documents or reports,SPSS, STATA, SAS, or R files",I don't need support,I would like more support,I would like more support,Current support meets my needs,,,"The principal investigator,The graduate student working on the project","Yes, they are available on my personal, lab_ã_s, department_ã_s website.,Yes, they are available through a national archive or repository.","lack of funding,other (please describe),lack of a standard in my field,people don't need access to them,insufficient time to make them available,they shouldn't be available,privacy/HIPAA concerns",other (please describe),"Pharetra imperdiet, sollicitudin vitae viverra facilisi natoque, sodales facilisis sed facilisis.",No,,,,,,I don't know,Yes,Not useful,,Not useful,Never used,Never used,Very useful,
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_eYdDAoNdqqvwR01,,,,,44.97590637,-93.21659851,test,Associate Professor,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Cultural Studies and Comparative Literature,Economics,English,Gender, Women, and Sexuality Studies,American Indian Studies,German, Scandinavian and Dutch,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,New Media Studies, Institute for,Philosophy,Psychology,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Urban Studies,Writing, Center for,Art,Asian American Studies Program",Mostly qualitative,,99,92,18,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Websites,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",,I don't need support,Current support meets my needs,I don't need support,,Current support meets my needs,"The principal investigator,The graduate student working on the project,The research assistant working on the project",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),no place to store them,lack of a standard in my field,people don't need access to them,insufficient time to make them available,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",I would not be willing to make my data available for reuse.,,,,,,,2,I don't know,,Somewhat useful,,,Very useful,Very useful,Very useful,
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_78phV0z0QrV1osR,,,,,44.97590637,-93.21659851,test,Research Associate,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,History,Human Rights Program,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,American Studies,Philosophy,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Theatre Arts and Dance,Urban Studies,Writing Studies,Writing, Center for,Art,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",,,59,35,88,"Fieldwork data,Laboratory notes,Photo collection,Images, scans or x-rays,Websites,MS Word files,Digital video files",,,I don't need support,I don't need support,,,"The graduate student working on the project,The research assistant working on the project","Yes, they are available on my personal, lab_ã_s, department_ã_s website.,Yes, they are available through University of Minnesota_ã_s Digital Content Library.","lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),no place to store them,people don't need access to them,they shouldn't be available",,,,,,,5,,I don't know,,Very useful,Not useful,Somewhat useful,,,Somewhat useful,Somewhat useful
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_9ypU9Al6EXn907b,,,,,44.97590637,-93.21659851,test,Associate Professor,,"French and Italian,Writing, Center for,Art,Art History",Mostly quantitative,,29,6,21,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Websites,MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files",I would like more support,,I would like more support,,,Current support meets my needs,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,other (please describe),people don't need access to them,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",I would not be willing to make my data available for reuse.,,,,,,1,2,I don't know,Yes,Never used,,Somewhat useful,,Somewhat useful,,
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_0iZvmX3vgdTCTzf,,,,,44.97590637,-93.21659851,test,Research Associate,,"Communication Studies,Community Service-Learning Center,French and Italian,History,Journalism and Mass Communication, School of,Minnesota Journalism Center,Philosophy,Political Science,Anthropology,Statistics, School of,Writing Studies,Art History",,,33,86,80,"Data automatically generated from or by computer programs (e.g., simulations),Video tapes,Documents or reports,Other (please specify),Websites,Excel sheets",,,Current support meets my needs,,Current support meets my needs,I would like more support,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,other (please describe),no place to store them,don't know how,people don't need access to them,insufficient time to make them available,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",other (please describe),"Gravida magna, platea. Accusamus id. Metus dolor, commodo eget mattis facilisi porta ultrices egestas.",Yes,,,,,3,I don't know,I don't know,Somewhat useful,Very useful,Very useful,Very useful,,,Not useful
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_bjQ4DxPPY4OEX2Z,,,,,44.97590637,-93.21659851,test,Research Associate,,"African American & African Studies,Classical and Near Eastern Studies,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,Global Studies, Institute for,History,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,New Media Studies, Institute for,American Studies,Off-Campus Study Programs,Philosophy,Political Science,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Sociology,Speech-Language-Hearing Science,Urban Studies,Writing Studies,Writing, Center for,Art,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",,,94,42,81,"Fieldwork data,Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Websites,MS Word files,Excel sheets,Digital audio files",,Current support meets my needs,,,Current support meets my needs,I would like more support,"The principal investigator,The graduate student working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,other (please describe),no place to store them,people don't need access to them,they shouldn't be available,sponsor doesn't require sharing",with use restricted to research only.,,Don't know,,,,,1,Yes,No,,,,Never used,Never used,Not useful,
