3577648	1025	2013-01-06	450
3578295	1055	2015-10-23	150
3595089	1035	2015-02-23	150
3598944	1005	2014-05-03	300
3606893	1045	2010-09-14	900
3608795	1064	2014-06-09	300
3622666	1010	2015-06-19	150
3627491	1012	2012-03-26	600
3637699	1012	2010-12-23	900
3638659	1035	2014-02-26	300
3650096	1009	2010-10-06	900
3712836	1031	2015-06-16	150
3713891	1057	2011-06-03	750
3746224	1026	2011-07-23	750
3757871	1073	2011-01-09	750
3759161	1081	2010-08-09	900
3760689	1041	2014-06-16	300
3762805	1090	2016-09-24	1800
3765564	999	2012-05-02	600
3770600	1012	2015-08-27	150
3774991	1095	2013-09-13	450
3782796	1059	2015-02-01	150
3795691	1070	2015-11-27	150
3796058	1018	2016-09-28	300
3812846	1004	2010-09-07	900
3829478	1030	2012-05-25	600
3834500	1067	2013-10-03	450
3846155	996	2013-05-06	450
3851749	1082	2010-09-20	900
3853639	1098	2015-11-18	150
3862639	1001	2012-06-08	600
3869051	1035	2016-11-22	1050
3891838	1098	2011-01-01	750
3910140	1066	2015-10-13	150
3933256	998	2012-03-20	600
3939592	1093	2015-12-17	150
3973009	994	2015-11-11	150
3989721	1051	2013-11-10	450
4003966	1046	2015-03-19	150
4010909	1064	2011-08-03	750
4014755	1068	2010-06-25	900
4020634	996	2011-02-15	750
4027289	1037	2011-08-04	750
4038682	1001	2013-11-22	450
4041071	995	2015-02-04	150
4045465	1016	2011-12-09	750
4087288	1012	2015-09-11	150
4089363	1043	2012-09-13	600
4115603	1053	2011-12-11	750
4129457	1072	2010-05-01	900
4135481	1037	2015-11-15	150
4148352	1069	2014-07-12	300
4149521	991	2010-07-13	900
4150499	1090	2016-08-23	450
4159733	999	2011-01-19	750
4164974	1015	2012-08-05	600
4166489	1059	2013-09-16	450
4168443	1090	2014-04-12	300
4171822	1001	2015-07-12	150
4189680	1032	2015-02-01	150
4207930	1041	2011-08-21	750
4228591	1030	2010-12-05	900
4237734	1073	2012-04-04	600
4239220	1052	2014-08-21	300
4259112	1028	2011-09-07	750
4260027	1028	2010-08-22	900
4277118	1053	2010-03-27	900
4285413	1083	2013-03-05	450
4285650	989	2016-07-14	1350
4290449	1044	2012-11-18	600
4307779	1051	2011-08-03	750
4326439	1044	2013-09-05	450
4330170	1051	2016-12-22	1200
4332819	1042	2011-03-17	750
4360272	1015	2016-06-20	750
4375375	1003	2011-08-06	750
4412234	1065	2013-10-14	450
4439702	1036	2015-09-13	150
4454307	1079	2016-08-05	1800
4459722	1035	2011-06-01	750
4464905	1048	2014-01-17	300
4466978	1001	2010-04-13	900
4484669	1040	2010-04-13	900
4494515	1040	2013-04-21	450
4507567	1044	2010-05-08	900
4513150	1032	2010-04-21	900
4534766	1059	2014-07-21	300
4541703	1038	2013-08-15	450
4549913	991	2011-07-07	750
4551594	1016	2015-11-27	150
4556212	1042	2010-04-06	900
4567840	1068	2015-11-14	150
4572991	1089	2013-05-11	450
4597643	1065	2013-06-12	450
4597871	1044	2013-10-26	450
4610579	1000	2015-10-17	150
4622876	1088	2010-09-22	900
4623851	1037	2014-04-22	300
4630137	1017	2013-04-03	450
4668353	1079	2015-07-18	150
4671491	1078	2015-12-28	150
4699076	1048	2015-06-03	150
4704232	1030	2011-08-14	750
4722004	1086	2014-09-13	300
4733669	1100	2012-01-25	600
4746015	1099	2014-04-24	300
4772839	1086	2013-06-28	450
4774434	998	2013-01-27	450
4798699	1100	2012-05-21	600
4825941	1050	2010-04-10	900
4826884	1056	2013-02-17	450
4837187	1090	2013-01-26	450
4838441	1000	2015-12-13	150
4844465	1091	2013-03-07	450
4854574	1050	2015-02-04	150
4859562	1024	2013-10-26	450
4863210	994	2015-04-16	150
4869234	1044	2016-06-20	300
4885292	1037	2010-11-02	900
4885848	1086	2016-03-25	1200
4889665	1048	2014-09-17	300
4896367	1068	2015-06-05	150
4900250	1056	2012-03-20	600
4904179	1060	2016-11-27	0
4904207	1098	2011-05-08	750
4915558	1012	2013-01-26	450
4919146	1026	2015-11-09	150
4920346	1085	2013-11-14	450
4934963	1095	2010-11-05	900
4938747	1064	2014-06-22	300
4941062	1050	2016-06-13	900
4963415	987	2011-04-14	750
4997393	1078	2014-11-24	300
4999998	1086	2015-01-01	150
5002748	1097	2016-03-04	1050
5019015	1047	2014-06-08	300
5033690	1048	2011-04-06	750
5060656	994	2015-10-04	150
5075167	991	2012-09-20	600
5101069	1040	2012-10-14	600
5112932	1070	2013-12-18	450
5116203	1025	2016-04-26	450
5124134	1004	2015-05-28	150
5160753	1053	2010-03-10	900
5169492	1071	2015-08-04	150
5180345	1038	2012-01-20	600
5183906	1052	2015-09-05	150
5205002	1011	2012-06-14	600
5218498	1098	2014-11-18	300
5230487	1083	2014-10-02	300
5247285	995	2015-11-11	150
5247608	1027	2012-01-24	600
5253150	1041	2010-09-23	900
5264348	1042	2015-08-14	150
5295737	1068	2011-12-16	750
5297279	1094	2012-06-02	600
5335337	1056	2015-05-13	150
5344991	1031	2010-04-12	900
5354986	1022	2012-05-03	600
5378524	1010	2013-04-10	450
5383219	1099	2010-11-19	900
5390198	1031	2013-02-07	450
5396586	1048	2015-12-01	150
5406338	1076	2015-02-01	150
5414391	1011	2013-01-28	450
5415957	1070	2014-06-14	300
5430104	1088	2013-09-25	450
5439875	1079	2014-05-01	300
5447466	1017	2014-09-20	300
5447984	1096	2015-07-19	150
5460531	1093	2011-08-20	750
5511806	991	2014-04-26	300
5512243	1017	2010-03-23	900
5513319	1102	2015-04-08	150
5543008	1075	2013-09-10	450
5552479	1003	2016-06-05	450
5577979	1048	2012-06-05	600
5584845	1035	2014-04-15	300
5590303	1020	2013-08-18	450
5591462	1018	2013-07-23	450
5594800	1026	2011-08-06	750
5594893	1071	2010-04-27	900
5611638	1036	2012-01-21	600
5612596	1043	2014-06-17	300
5618658	1004	2014-08-27	300
5643037	1095	2016-08-09	1350
5691513	1076	2011-03-08	750
5693245	1002	2011-07-20	750
5696485	1099	2014-07-11	300
5697268	996	2013-10-05	450
5714922	1049	2016-05-05	1350
5727940	1089	2015-02-19	150
5737328	1046	2011-02-16	750
5738658	1044	2011-07-15	750
5740911	1081	2016-04-28	900
5761517	1059	2015-09-23	150
5777548	1081	2011-01-06	750
5785301	996	2010-05-06	900
5796022	1028	2011-02-18	750
5798474	1094	2012-10-03	600
5812668	999	2015-09-25	150
5861745	1048	2016-09-02	0
5865584	1074	2010-01-26	900
5881878	1038	2012-10-18	600
5886145	1046	2010-05-05	900
5904068	1094	2014-07-20	300
5905327	1077	2010-05-04	900
5911039	1078	2011-11-01	750
5916683	1088	2012-11-04	600
5940178	1030	2010-08-23	900
5950736	1062	2011-07-02	750
5960987	1012	2010-12-16	900
5969209	1096	2012-01-06	600
5988771	1096	2012-07-02	600
5995959	987	2013-04-07	450
6012051	1039	2010-02-08	900
6039790	1008	2012-09-27	600
6041392	1086	2015-10-04	150
6073548	1081	2010-02-16	900
6076806	1049	2016-07-16	150
6083652	1077	2013-09-06	450
6088690	1081	2010-06-06	900
6093448	1035	2015-12-17	150
6094162	1089	2013-02-10	450
6136083	1041	2015-06-19	150
6137338	1055	2012-02-05	600
6139777	1093	2015-06-18	150
6158045	991	2016-02-20	1500
6159405	1020	2015-12-28	150
6166124	998	2016-10-20	1500
6166335	1099	2014-01-16	300
6180806	1053	2013-07-06	450
6188478	1081	2013-12-04	450
6194056	1055	2015-10-14	150
6200068	1047	2011-08-06	750
6208440	1034	2011-07-18	750
6210507	989	2014-04-23	300
6220377	1055	2015-11-10	150
6231885	1056	2010-06-03	900
6236362	997	2014-02-19	300
6236734	1084	2010-04-15	900
6248248	1003	2010-05-21	900
6262415	1066	2010-11-11	900
6292272	1096	2015-11-19	150
6342465	1057	2014-08-28	300
6362732	1051	2010-08-09	900
6372123	1009	2010-09-22	900
6378797	1048	2016-01-06	750
6386265	1059	2015-10-09	150
6390308	1066	2014-11-16	300
6393432	1084	2013-07-25	450
6433003	1097	2011-08-16	750
6433953	1092	2012-08-12	600
6435619	1037	2010-10-22	900
6437748	1063	2016-07-28	1500
6445576	1063	2013-10-12	450
6463017	1079	2010-09-24	900
6478497	1038	2014-06-02	300
6481119	1073	2010-05-18	900
6482374	1063	2011-02-19	750
6488374	1013	2014-06-12	300
6501698	1091	2011-08-26	750
6508875	997	2012-02-04	600
6518187	1061	2014-07-21	300
6519413	987	2015-02-10	150
6523518	1043	2014-08-07	300
6526675	1071	2014-11-03	300
6534100	1091	2013-06-02	450
6541815	1015	2014-08-01	300
6545642	1044	2011-12-20	750
6545784	1085	2011-02-23	750
6546378	1028	2013-02-13	450
6552339	1077	2010-09-04	900
6554315	1010	2010-08-17	900
6561007	995	2016-07-19	1650
6562057	1038	2011-03-27	750
6576309	1081	2015-03-03	150
6593243	1018	2014-04-06	300
6595601	1032	2016-09-18	450
6601468	992	2013-12-04	450
6607427	1061	2013-04-12	450
6608550	1090	2014-06-08	300
6621387	992	2010-06-09	900
6631019	1021	2014-11-18	300
6681131	1078	2012-11-25	600
6683032	995	2013-11-02	450
6683781	1081	2015-08-23	150
6691209	1078	2015-06-14	150
6692888	1083	2011-03-02	750
6714096	1046	2014-03-07	300
6719834	1004	2013-05-11	450
6751741	1082	2013-07-25	450
6760700	1059	2013-06-24	450
6763626	1062	2014-12-21	300
6765621	1055	2016-01-20	900
6793686	987	2014-12-25	300
6826490	1003	2014-08-19	300
6833929	990	2014-09-21	300
6850326	1008	2016-12-07	1650
6850999	1005	2013-05-13	450
6853182	1085	2012-03-25	600
6867719	1080	2010-01-17	900
6886247	1078	2015-12-09	150
6890491	1046	2011-07-20	750
6896640	1077	2012-07-16	600
6910637	1016	2014-06-17	300
6921439	1032	2015-07-11	150
6928443	1076	2012-05-18	600
6939534	1051	2015-08-21	150
6946406	1088	2015-09-18	150
6968016	1064	2013-05-16	450
6974818	991	2012-01-25	600
6985380	989	2016-06-17	1200
6999925	1010	2013-06-11	450
7007868	987	2012-09-23	600
7020896	1022	2014-05-19	300
7032776	1023	2016-12-10	1350
7048145	1018	2013-10-24	450
7056474	1006	2013-06-03	450
7069819	1029	2012-11-25	600
7084725	1060	2012-04-11	600
7093603	1016	2011-04-18	750
7130369	1038	2014-05-09	300
7133651	1067	2012-01-23	600
7143311	1077	2013-06-02	450
7146423	1010	2010-10-27	900
7187530	1088	2011-08-09	750
7199681	1022	2011-08-21	750
7211783	1089	2015-02-09	150
7233995	1037	2011-11-11	750
7238959	1055	2014-09-19	300
7249722	996	2013-12-11	450
7250907	1040	2010-10-09	900
7272126	1041	2015-02-03	150
7274562	1022	2012-07-15	600
7285945	994	2010-08-26	900
7288146	1001	2015-06-14	150
7305177	1004	2013-01-02	450
7327455	1024	2015-08-06	150
7330215	1011	2014-09-19	300
7332793	1015	2010-12-06	900
7335594	1089	2014-06-21	300
7337608	1035	2013-12-13	450
7338917	1031	2013-07-23	450
7341619	1075	2016-03-02	0
7342927	998	2013-04-22	450
7358808	993	2014-03-08	300
7377623	1029	2012-04-19	600
7399096	1087	2014-12-27	300
7400841	1092	2011-02-23	750
7403505	1031	2010-08-06	900
7413402	1058	2013-03-04	450
7433286	1012	2015-06-10	150
7456618	996	2010-12-28	900
7462942	1045	2012-06-09	600
7486559	1012	2012-08-13	600
7486717	1066	2015-11-22	150
7495446	987	2013-04-21	450
7505531	1013	2015-07-19	150
7518765	1086	2016-03-07	750
7534901	1073	2014-06-07	300
7542089	1076	2012-02-24	600
7552708	1083	2012-04-02	600
7564190	1027	2016-09-09	1650
7572200	1029	2012-12-05	600
7583874	1084	2012-03-17	600
7648708	1004	2016-05-07	150
7649603	1018	2011-09-18	750
7656928	1003	2012-12-20	600
7657665	1022	2016-05-18	600
7658926	1090	2016-04-09	900
7664859	1086	2013-04-09	450
7676797	1059	2012-02-25	600
7679015	1074	2012-05-13	600
7701191	999	2012-04-14	600
7713926	1066	2014-10-16	300
7715163	1070	2012-04-22	600
7721919	1065	2015-10-11	150
7727611	1037	2015-10-28	150
7754449	1023	2015-07-22	150
7758466	1038	2013-10-09	450
7762796	1089	2012-05-23	600
7764359	1042	2015-01-26	150
7778675	1008	2012-12-03	600
7780047	1054	2011-09-10	750
7795720	1004	2015-08-12	150
7808968	1067	2016-05-24	1650
7828448	1044	2016-11-20	150
7832362	1087	2015-09-28	150
7836772	1095	2012-06-16	600
7847687	995	2011-11-01	750
7858981	1006	2015-02-11	150
7860158	990	2013-05-03	450
7862819	1082	2015-01-25	150
7870790	1101	2010-03-24	900
7890637	1002	2012-03-19	600
7923907	1065	2016-04-17	600
7935384	1020	2015-08-24	150
7948933	1040	2015-11-02	150
7953040	1071	2015-02-28	150
7971974	1013	2011-02-19	750
7986347	992	2011-05-08	750
8003513	1066	2012-08-02	600
8008802	1063	2011-12-20	750
8017947	1039	2014-02-22	300
8024768	1067	2010-02-17	900
8049099	1065	2012-01-28	600
8053742	1098	2014-09-16	300
8056949	1000	2014-07-22	300
8072958	1094	2012-12-21	600
8075069	1049	2011-09-10	750
8078240	1041	2014-03-02	300
8102817	993	2015-03-01	150
8103744	1038	2016-08-21	1350
8107432	1000	2011-05-23	750
8109368	1087	2016-12-06	1200
8124267	1097	2012-09-16	600
8127011	1081	2012-02-06	600
8136879	1100	2010-08-05	900
8141738	1087	2014-02-28	300
8155197	1031	2013-09-05	450
8161692	1045	2015-07-03	150
8175582	1059	2014-11-15	300
8189859	1048	2014-12-24	300
8190322	987	2016-12-06	450
8191551	1071	2016-02-24	450
8195446	1068	2012-05-15	600
8221351	1028	2015-05-20	150
8251504	1065	2013-09-15	450
8265274	1085	2013-11-10	450
8267479	1034	2010-04-20	900
8270030	1012	2014-12-14	300
8280267	1073	2012-09-23	600
8289024	1056	2012-07-19	600
8290056	1093	2010-10-08	900
8300917	1044	2011-07-01	750
8302329	1062	2010-12-24	900
8307757	1024	2010-03-09	900
8331384	1033	2014-05-13	300
8368271	1005	2014-04-16	300
8394599	1010	2015-03-15	150
8417984	1012	2015-04-22	150
8431627	999	2012-08-28	600
8435485	1040	2012-10-17	600
8437487	1024	2013-08-25	450
8447799	994	2016-04-24	1500
8462898	1080	2016-02-16	150
8463752	1031	2016-09-08	1350
8465702	1002	2012-06-02	600
8479946	1074	2012-12-15	600
8485920	1093	2015-01-15	150
8507576	1087	2010-12-26	900
8513688	1100	2011-05-19	750
8520319	1060	2010-07-03	900
8573139	1072	2011-08-11	750
8573576	1047	2011-10-26	750
8588513	1028	2010-02-11	900
8598302	1055	2011-05-08	750
8604514	1080	2016-12-27	450
8606519	1098	2015-06-09	150
8625681	1056	2015-12-03	150
8646063	1077	2014-09-18	300
8646787	1097	2011-12-17	750
8647286	1017	2016-12-10	1650
8664807	1075	2013-09-13	450
8665460	1060	2012-04-01	600
8685564	1034	2014-08-07	300
8733224	1033	2013-05-07	450
8737574	1012	2015-06-26	150
8744106	1061	2012-04-25	600
8767194	1049	2012-03-12	600
8767253	1076	2010-07-18	900
8771771	994	2010-04-01	900
8774246	1003	2014-08-11	300
8789091	1069	2010-09-19	900
8791859	1031	2016-02-04	1050
8802582	1023	2013-07-17	450
8808932	1084	2015-07-20	150
8819744	1040	2013-08-04	450
8828509	1079	2011-09-24	750
8829655	1064	2012-01-19	600
8835132	990	2012-02-13	600
8845477	988	2011-01-16	750
8851154	991	2010-02-17	900
8860905	1011	2010-07-28	900
8888995	1058	2012-04-16	600
8902763	1072	2011-03-10	750
8908876	1078	2010-12-22	900
8918475	1051	2012-10-09	600
8971515	1076	2014-06-26	300
8972896	1088	2013-01-21	450
8977069	1030	2016-07-27	1200
8982213	1054	2014-08-19	300
8993701	988	2016-09-11	750
9003969	1047	2011-02-05	750
9008812	1035	2010-03-25	900
9010879	1040	2012-01-22	600
9025215	1033	2013-06-03	450
9030065	1059	2012-10-23	600
9034917	1010	2010-08-07	900
9041633	990	2012-09-10	600
9043662	1083	2013-07-09	450
9045579	1094	2015-04-05	150
9060510	1066	2010-11-24	900
9084756	1062	2013-01-27	450
9086331	1055	2013-12-06	450
9087951	1078	2011-10-04	750
9098435	1011	2012-04-14	600
9121536	1025	2010-12-17	900
9125536	1088	2015-06-18	150
9130482	1097	2014-01-16	300
9131800	1051	2013-04-19	450
9137043	1030	2014-02-21	300
9169905	1066	2010-08-28	900
9171165	1067	2012-05-25	600
9180775	1048	2013-03-22	450
9187119	1088	2013-01-04	450
9189056	1085	2014-01-06	300
9193840	1043	2012-11-08	600
9197105	1055	2015-09-12	150
9208229	995	2015-09-02	150
9208478	1101	2013-05-13	450
9226112	1051	2010-02-13	900
9255083	990	2010-11-03	900
9256504	1083	2012-12-28	600
9259766	994	2016-12-07	1200
9291341	1062	2016-02-02	1050
9294290	1097	2012-06-14	600
9298796	1038	2016-11-05	300
9323864	1084	2014-09-15	300
9335938	1004	2013-03-13	450
9338615	1083	2014-03-26	300
9343053	1022	2016-01-01	900
9347688	1039	2012-06-26	600
9348657	1065	2012-08-16	600
9367512	1009	2013-12-02	450
9368159	1096	2015-11-28	150
9375434	988	2011-11-11	750
9386256	1007	2016-03-08	150
9398059	1001	2016-03-13	450
9409855	1044	2013-05-02	450
9409910	1052	2015-02-03	150
9419434	1098	2014-05-24	300
